tenure,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,TechSupport_Yes,Churn
61,85.47,1941.61,True,False,False,False,True,True,1
17,35.16,3106.72,False,True,True,False,False,True,0
57,107.59,663.03,False,True,False,True,True,True,1
55,73.91,1194.36,False,False,True,False,True,False,0
47,48.25,2397.86,True,False,True,False,False,False,0
12,62.52,736.28,False,False,False,False,False,True,0
62,23.76,7288.39,False,True,False,True,False,False,0
8,32.79,68.26,False,False,False,True,False,True,0
21,96.55,3881.2,False,False,False,False,True,False,0
70,20.0,1003.51,False,False,False,True,True,True,0
25,61.66,2475.28,False,False,False,False,False,True,1
12,72.25,7409.96,False,True,True,False,False,True,0
15,25.46,1310.32,False,True,True,False,True,True,0
59,117.31,7727.34,True,False,False,False,True,False,0
26,42.61,1662.24,False,False,True,False,True,False,0
26,50.42,5937.7,False,False,True,False,True,False,0
47,50.39,4382.48,True,False,False,False,False,True,0
32,43.04,7078.14,False,False,True,False,False,False,0
10,20.15,4440.87,True,False,False,True,False,False,0
16,92.93,4285.78,False,True,True,False,True,True,1
71,116.68,1579.75,True,False,False,False,True,True,0
17,42.43,1346.51,False,False,False,True,False,True,0
23,86.3,7333.58,True,False,False,True,False,False,0
26,94.19,2636.15,False,True,True,False,False,False,0
7,104.84,2989.22,False,False,False,True,True,True,0
14,62.26,6083.39,False,True,False,False,False,False,0
7,50.29,2723.81,False,True,False,True,True,True,0
9,52.53,7617.46,True,False,True,False,False,False,1
48,91.26,5908.66,False,True,True,False,False,True,0
59,101.68,4787.49,False,False,False,True,False,False,0
39,38.16,7049.54,False,True,False,False,True,False,1
18,57.09,415.86,False,True,False,False,True,False,0
59,110.19,2071.36,True,False,True,False,True,True,0
17,100.67,3730.99,False,True,True,False,True,True,0
14,118.49,1831.29,True,False,False,False,True,True,1
31,95.42,5956.36,True,False,False,True,True,False,1
24,59.32,7355.28,False,False,False,True,False,True,0
60,79.06,3401.69,False,False,False,True,True,False,1
45,86.1,2750.22,False,False,False,True,False,True,0
3,27.85,7693.17,False,False,False,False,True,True,1
37,74.45,3569.92,True,False,True,False,False,False,0
43,90.93,3922.61,False,True,True,False,False,False,1
40,36.73,2826.17,False,False,False,True,True,True,1
55,98.06,7278.2,False,False,False,False,False,True,0
39,78.38,4560.26,False,False,False,False,True,False,1
15,115.22,6102.15,False,True,False,True,True,False,0
4,24.24,6498.22,False,False,False,True,True,True,0
25,46.53,2747.96,False,True,False,True,True,False,0
13,80.16,3480.88,True,False,True,False,False,True,0
33,49.66,6790.8,True,False,False,True,True,True,1
16,91.44,2918.78,True,False,True,False,False,True,1
42,95.9,6355.6,False,True,False,False,False,False,0
66,30.25,7529.12,False,False,False,False,False,True,0
55,71.39,4993.22,False,False,True,False,True,True,0
42,70.89,5938.19,False,False,True,False,False,False,0
34,56.93,6444.68,False,False,True,False,True,False,0
30,113.29,6763.42,False,False,True,False,False,False,1
13,102.75,3172.53,False,True,False,True,True,True,0
13,89.72,429.08,True,False,False,False,True,False,0
18,91.43,3226.97,False,False,False,True,True,False,0
32,66.17,5396.57,True,False,True,False,True,True,0
39,112.1,3613.8,False,True,False,True,False,True,0
46,89.46,5996.73,False,True,False,True,False,True,1
29,92.9,2868.72,False,False,False,False,True,True,0
62,106.17,5085.26,False,True,False,True,False,False,0
62,47.41,1507.63,True,False,False,False,True,True,0
57,100.71,5999.97,False,False,True,False,True,False,1
16,39.52,4374.65,False,False,False,True,False,True,1
56,54.53,1648.43,True,False,True,False,True,True,0
10,53.56,2349.45,False,False,False,False,True,False,0
30,117.85,5993.9,False,False,True,False,True,False,0
25,105.65,3871.16,True,False,True,False,True,False,0
5,90.12,1743.93,False,False,False,False,True,True,0
65,92.71,7738.82,False,False,True,False,False,True,0
49,76.21,5726.7,True,False,True,False,False,False,0
3,114.71,7657.94,False,True,True,False,False,False,0
45,69.63,3428.3,True,False,False,True,True,True,1
14,58.05,3811.3,False,False,True,False,True,False,1
30,36.3,7185.68,True,False,False,False,True,False,0
68,98.62,4209.89,False,False,False,True,True,True,0
18,93.44,5664.09,False,False,False,True,True,False,1
62,58.44,2032.34,True,False,False,False,True,True,1
37,22.52,3584.88,False,False,True,False,False,True,0
25,103.9,1005.13,False,True,False,True,True,True,1
48,21.14,1663.72,False,False,False,True,False,False,0
65,90.37,27.53,True,False,False,True,True,False,0
53,117.03,333.34,False,True,True,False,False,False,1
15,63.77,7818.72,False,True,False,True,True,False,0
49,43.5,1953.98,False,False,False,False,False,True,1
68,90.49,5313.22,True,False,True,False,False,True,0
12,101.71,6716.02,False,False,False,False,True,False,1
59,74.64,4414.27,False,False,False,False,True,False,1
37,116.7,1242.09,True,False,False,True,False,False,1
61,25.17,5830.37,True,False,False,True,True,False,1
43,70.48,4810.01,False,False,False,True,True,True,1
70,91.85,5855.38,False,True,False,False,True,False,0
39,106.26,6162.58,False,False,True,False,False,True,0
56,37.93,7803.77,False,True,False,True,True,False,0
63,100.0,4597.03,False,False,False,True,False,False,0
46,75.27,2746.3,True,False,False,False,False,False,0
11,59.66,5194.75,False,True,True,False,True,True,0
62,33.17,566.16,True,False,False,False,False,False,0
25,106.53,7181.23,True,False,False,True,True,True,0
71,35.73,972.66,True,False,False,False,True,True,0
52,50.98,2636.19,True,False,False,True,False,False,0
4,49.0,6529.65,True,False,True,False,False,True,0
59,107.14,4786.55,False,False,False,False,False,True,0
20,87.27,3161.21,False,True,False,True,False,True,0
63,99.67,3798.02,False,False,False,True,False,False,0
54,45.05,6839.29,False,False,False,True,True,True,0
57,82.49,2733.24,False,False,False,True,False,True,0
41,77.17,6959.8,True,False,False,False,True,False,0
3,103.28,723.31,False,False,False,True,True,False,0
6,110.61,6218.85,False,True,False,False,False,True,1
5,21.22,6783.43,False,False,False,True,False,True,1
5,87.4,1470.9,True,False,False,False,False,True,0
54,25.18,3454.17,False,True,False,False,False,True,0
47,74.89,1340.69,False,True,False,True,False,False,1
49,48.76,5658.7,False,True,False,True,True,False,0
9,50.68,4292.08,False,True,False,True,True,True,0
20,55.3,5089.88,False,False,False,True,True,False,0
61,82.13,1587.97,True,False,True,False,False,True,1
35,53.4,1709.73,False,True,False,True,False,False,1
50,93.27,351.15,False,True,False,True,True,False,0
62,60.45,2590.1,True,False,False,True,False,True,0
17,26.84,4486.76,False,False,False,False,False,True,0
3,98.38,6866.32,False,True,False,True,False,True,0
32,48.58,5342.08,False,False,False,False,True,True,0
13,63.28,3494.46,False,False,False,False,False,False,1
68,88.54,7625.9,False,False,False,False,True,False,0
14,53.25,5759.58,False,False,False,False,False,True,0
11,25.66,7442.72,False,True,True,False,False,False,0
56,57.39,4230.15,False,True,False,True,True,False,0
67,114.44,2086.06,False,False,False,False,False,True,0
29,84.17,441.56,False,False,False,True,False,True,0
9,87.15,5814.16,True,False,False,False,False,False,0
67,83.23,988.0,True,False,True,False,True,True,0
25,39.9,2436.15,True,False,False,False,False,True,0
42,61.83,4269.12,False,True,False,True,False,False,1
9,95.09,4524.04,True,False,False,True,False,False,0
40,30.14,4812.65,False,True,True,False,False,True,1
25,47.79,1346.72,False,True,False,True,False,False,1
5,47.63,3050.3,False,True,False,True,True,True,0
11,63.2,4945.21,False,True,False,False,True,True,1
59,118.04,7759.15,True,False,False,True,False,False,1
38,26.75,5826.5,False,False,False,False,False,False,0
5,71.87,7382.38,False,False,True,False,True,True,0
48,37.94,6102.45,False,False,False,True,False,True,0
18,117.07,4741.9,True,False,False,False,False,True,1
70,31.33,1552.35,False,False,False,True,False,False,1
37,60.36,5340.15,True,False,False,False,False,True,1
60,93.79,4994.57,True,False,True,False,False,False,0
48,90.46,4827.7,True,False,False,False,False,True,1
28,62.27,3928.49,False,False,False,True,False,False,0
69,54.65,4238.68,False,False,False,False,False,True,0
40,59.76,2688.85,False,False,False,True,True,False,1
45,46.43,4164.12,False,True,True,False,True,True,0
62,40.53,1596.5,True,False,False,False,False,True,0
58,68.3,6445.29,False,True,False,True,False,True,0
67,46.85,1502.5,True,False,False,True,False,True,1
56,48.75,698.03,False,False,False,True,False,False,0
40,85.68,3501.24,True,False,False,False,True,False,0
40,116.85,5273.29,True,False,False,False,True,False,0
33,80.36,3512.98,False,True,False,False,True,False,1
6,27.7,2228.5,True,False,True,False,True,False,0
19,27.56,4474.21,False,False,False,True,False,True,0
40,115.14,2789.08,True,False,False,True,False,False,0
59,49.73,7464.28,True,False,True,False,False,False,0
59,29.21,7382.71,True,False,True,False,True,False,1
48,79.9,4028.93,False,True,False,False,False,False,1
41,82.36,2636.51,True,False,False,False,False,True,0
13,84.85,5902.32,True,False,False,False,True,True,1
45,46.74,312.97,False,True,False,False,True,True,0
53,21.51,3808.66,False,True,False,False,True,True,1
42,116.5,2703.86,False,True,False,False,True,False,0
63,45.09,7365.88,False,True,True,False,True,False,0
27,87.6,115.78,False,False,True,False,False,True,0
38,90.66,4431.46,False,False,True,False,False,True,0
60,81.0,5930.5,True,False,False,True,True,False,0
7,51.29,3890.44,False,False,False,True,False,False,0
5,47.11,701.52,True,False,False,False,False,True,1
45,79.77,7780.24,False,False,True,False,False,True,0
58,106.61,4153.72,False,True,False,True,False,True,0
31,114.67,4921.21,False,True,False,True,True,True,1
23,30.59,1908.15,False,False,True,False,False,False,0
42,35.48,3878.31,False,False,False,True,False,False,1
10,114.47,3444.61,True,False,False,True,False,False,0
32,93.65,617.67,True,False,True,False,True,True,1
53,108.3,867.16,True,False,False,True,False,False,0
30,40.26,6703.03,False,True,True,False,True,False,1
39,78.76,1933.76,False,True,False,True,True,True,0
31,90.11,1575.77,False,True,True,False,True,True,0
2,88.01,4049.19,False,True,False,True,True,True,0
12,60.82,6154.6,True,False,False,True,False,True,0
39,21.54,514.33,False,True,True,False,True,True,0
66,78.29,4622.93,False,True,False,True,True,True,1
13,45.31,971.3,False,True,True,False,True,False,0
46,65.03,310.96,False,True,True,False,True,False,1
27,115.76,440.9,False,False,False,True,True,False,1
17,59.9,6676.63,True,False,False,False,False,False,0
60,103.98,961.42,True,False,False,True,True,False,1
64,38.85,380.31,False,True,False,False,False,False,0
35,87.25,3514.44,False,False,False,False,False,True,0
70,117.7,6755.07,True,False,False,True,True,True,0
30,30.19,2114.02,True,False,False,False,False,True,0
71,20.83,3385.27,False,True,True,False,False,False,0
63,63.36,338.58,False,True,True,False,False,False,0
28,29.26,3603.65,True,False,False,False,True,True,0
60,94.84,4629.35,True,False,True,False,True,True,1
37,111.45,4575.84,False,False,False,True,True,True,0
22,63.4,2672.77,True,False,True,False,True,True,0
68,45.87,2537.95,True,False,False,False,True,True,0
20,63.44,870.86,False,True,False,True,True,False,0
68,92.34,2947.05,True,False,True,False,True,False,0
64,20.91,813.97,False,True,False,True,False,False,1
17,78.95,6137.44,True,False,False,False,False,True,1
12,81.33,7730.87,True,False,True,False,True,False,1
22,83.77,7761.19,True,False,False,True,False,True,1
17,44.2,6923.27,False,False,False,True,True,False,1
10,91.41,4814.32,False,True,True,False,True,True,0
65,29.14,5612.91,False,False,False,True,True,True,0
22,39.93,2295.94,True,False,False,True,False,False,0
50,107.75,5053.55,False,False,False,False,True,False,1
14,93.87,3656.08,False,True,False,False,True,False,0
64,21.37,3866.5,True,False,False,False,True,False,0
47,44.84,6067.06,False,False,False,False,True,False,0
29,41.44,2269.71,False,False,False,False,False,True,0
36,47.08,2557.96,False,True,False,False,True,False,0
52,44.76,7398.64,False,False,True,False,False,False,0
7,26.25,468.67,False,True,False,False,False,True,0
29,65.89,3895.36,True,False,False,True,True,False,1
11,93.27,7304.15,True,False,True,False,True,True,0
33,80.67,4890.7,False,False,False,True,False,False,1
6,87.29,4380.33,True,False,False,False,False,False,0
32,28.11,2012.96,True,False,False,False,False,True,0
51,115.15,2759.34,False,False,False,True,False,False,1
58,103.85,6819.35,True,False,False,True,True,False,1
26,100.51,4482.56,False,False,False,True,False,False,1
46,102.3,4127.64,False,True,True,False,False,False,1
29,113.27,814.65,False,True,False,False,False,True,1
4,74.43,147.9,False,True,False,True,False,True,1
13,40.03,7710.21,False,False,False,False,True,False,1
39,81.68,3028.35,False,False,False,True,True,False,1
15,94.29,4833.64,True,False,False,False,True,True,0
29,93.79,656.13,True,False,True,False,False,True,0
29,72.14,5471.25,True,False,False,False,False,False,1
32,26.85,7461.88,True,False,False,True,True,True,0
2,57.11,4613.81,True,False,False,False,True,True,0
47,112.08,1026.4,False,False,True,False,False,True,0
22,78.44,4662.14,False,False,True,False,True,True,1
27,73.83,6135.45,False,True,False,False,False,False,0
67,46.89,3263.2,False,True,False,True,False,True,0
56,56.84,7041.11,False,True,True,False,False,False,0
21,109.53,5196.49,False,True,True,False,False,False,0
47,86.65,7196.01,False,False,False,False,False,True,0
59,98.74,4995.57,False,False,True,False,False,False,0
6,65.43,1067.68,False,False,True,False,True,False,0
19,83.02,2491.34,True,False,False,True,True,True,0
57,44.84,1630.32,True,False,False,True,True,True,0
69,90.55,7272.44,False,True,False,True,False,True,0
3,62.76,6087.99,True,False,False,False,True,False,1
1,64.25,5417.66,False,False,True,False,False,False,0
58,84.93,2421.71,False,True,False,False,False,False,1
38,113.63,1488.68,False,True,True,False,False,False,0
15,26.4,6056.48,True,False,True,False,False,True,0
34,102.47,3803.78,False,True,True,False,True,False,1
61,49.24,1821.8,True,False,False,True,True,True,0
35,64.39,4940.64,True,False,False,False,True,True,1
64,22.19,341.86,False,True,False,False,False,True,0
25,50.1,2622.84,True,False,True,False,True,True,1
24,70.26,3759.08,True,False,False,False,True,False,0
12,25.62,1200.71,True,False,False,True,True,True,0
18,69.11,7877.54,True,False,False,False,False,False,0
15,112.71,1688.6,False,True,True,False,True,True,0
27,30.54,1060.22,False,False,False,True,False,True,1
60,96.44,1644.21,False,False,False,True,True,True,0
46,60.97,6157.11,True,False,True,False,False,False,1
17,85.52,3415.54,True,False,False,False,True,True,1
53,46.02,4532.02,True,False,True,False,True,True,1
8,35.95,187.65,False,False,False,False,True,True,0
27,36.05,294.76,True,False,False,False,False,True,0
46,27.05,3577.69,False,True,False,True,True,False,1
50,38.56,6536.91,False,True,True,False,True,False,1
71,86.42,7084.21,False,True,False,True,False,True,1
3,108.17,711.92,False,False,True,False,False,True,0
64,101.41,4316.14,True,False,True,False,False,False,0
44,88.51,7307.57,True,False,False,True,False,False,1
53,31.04,3116.02,True,False,True,False,True,False,0
24,48.92,6639.94,False,False,True,False,True,True,0
60,50.98,1086.89,False,False,False,False,False,False,0
3,45.0,7484.45,False,False,True,False,True,True,0
20,71.5,6016.36,False,False,True,False,False,False,0
46,73.56,7531.85,False,True,False,True,True,False,0
15,55.69,5419.41,False,False,False,True,False,True,0
25,55.38,2919.96,False,False,True,False,True,False,1
71,102.86,7506.69,False,False,False,False,False,True,0
17,98.93,2219.02,True,False,False,False,False,False,0
9,50.78,2670.74,True,False,False,True,True,True,1
38,111.38,5612.45,True,False,True,False,True,False,1
48,115.28,6127.22,False,True,True,False,True,False,0
60,52.67,7436.64,False,True,False,False,False,True,0
63,55.44,1654.32,False,False,False,False,True,True,0
2,70.56,6388.02,True,False,False,False,False,True,0
11,114.11,5913.6,False,True,False,True,True,True,0
64,107.63,529.08,True,False,True,False,True,False,1
21,30.26,3110.04,False,True,False,True,False,False,0
18,59.27,2276.47,False,True,True,False,False,False,0
64,75.34,2449.83,False,False,False,True,True,False,1
38,70.31,7863.92,False,False,True,False,False,False,1
32,39.39,5149.36,False,True,False,False,False,False,1
11,105.88,5747.06,False,False,False,False,True,True,0
45,87.69,7813.41,False,True,False,False,False,False,0
33,103.79,3030.07,False,True,False,True,True,False,0
41,105.88,6418.68,True,False,False,False,True,True,0
8,94.84,3487.56,False,False,True,False,False,False,1
11,63.92,6958.88,False,False,False,True,True,False,0
51,81.05,1461.65,False,False,True,False,False,False,0
41,36.04,7582.54,True,False,False,True,True,True,0
17,87.36,1765.8,True,False,True,False,False,True,0
46,37.93,2623.24,True,False,True,False,False,False,1
32,89.39,6054.41,False,False,False,True,False,True,0
54,42.96,3162.17,False,False,False,True,False,False,0
20,31.76,4873.53,False,False,False,False,False,False,0
33,36.53,3567.7,True,False,False,False,True,False,0
40,20.2,5944.11,True,False,True,False,True,True,1
32,91.87,1842.08,False,True,True,False,False,False,0
2,93.24,486.49,True,False,True,False,True,False,0
33,71.49,2413.44,False,True,False,True,False,False,0
30,36.14,3804.98,False,False,False,True,False,False,0
33,28.36,1360.8,True,False,False,False,True,False,0
26,21.91,2851.28,False,False,True,False,True,True,1
22,36.57,3211.86,False,False,False,False,False,False,0
66,109.09,477.99,False,False,False,True,False,True,0
38,44.15,4674.79,False,False,False,True,False,False,0
46,55.43,7077.06,True,False,False,True,False,True,1
15,30.53,1230.91,False,False,False,False,False,False,1
44,42.24,4790.51,False,True,False,True,False,False,1
49,71.92,5324.62,True,False,True,False,True,True,0
61,80.78,3366.29,False,False,False,False,False,True,0
67,44.54,5614.76,True,False,False,True,False,False,0
6,25.77,3297.64,False,True,False,False,True,True,0
9,59.1,4047.01,False,False,False,False,False,True,0
6,43.42,78.68,False,True,False,True,False,False,0
32,41.96,5539.93,False,False,False,True,True,False,0
41,115.99,5297.51,False,True,False,False,False,False,0
8,81.63,326.44,False,False,False,False,True,False,0
50,75.69,2958.64,True,False,False,True,False,False,0
62,61.58,7832.67,False,False,True,False,True,True,0
62,62.89,3377.48,True,False,False,False,True,False,0
7,74.09,4025.52,False,False,False,False,True,True,0
4,89.64,7281.24,False,False,True,False,False,False,1
6,90.21,5743.75,False,True,False,True,False,False,1
58,37.17,4664.92,False,True,False,True,True,True,1
22,70.01,6386.48,False,True,True,False,True,False,0
26,61.2,6917.64,False,False,False,True,False,True,1
3,107.05,3665.97,False,False,False,True,False,True,1
41,83.14,3811.36,False,False,False,False,False,True,1
60,73.25,3100.69,True,False,False,False,False,False,0
14,31.54,7734.31,True,False,False,False,False,False,0
12,80.56,5583.39,False,False,True,False,True,False,0
12,31.72,684.12,False,True,False,True,False,False,1
13,53.72,6906.42,False,True,False,True,True,False,1
25,34.28,3854.87,False,True,False,False,False,False,0
45,89.21,568.66,False,False,False,False,True,True,0
19,40.63,4406.74,False,True,True,False,True,False,1
55,59.19,3348.97,False,False,False,True,False,False,1
45,109.57,7024.44,True,False,True,False,True,False,0
8,40.43,1647.88,False,True,False,True,True,False,0
53,70.78,6615.19,True,False,True,False,True,True,1
55,61.93,4470.36,False,True,False,False,True,True,1
32,21.81,455.79,False,False,True,False,False,True,0
51,99.28,7775.33,False,False,True,False,True,True,0
44,26.9,4110.67,False,False,False,False,False,True,0
70,67.43,2341.2,False,False,False,True,True,False,0
18,76.07,3765.87,False,True,False,True,False,True,0
22,82.84,6865.71,True,False,False,False,False,True,0
37,88.86,2453.13,False,False,True,False,False,False,0
56,45.33,1557.56,False,True,True,False,True,False,0
59,21.0,1049.99,True,False,True,False,False,True,1
3,92.34,2396.92,False,False,False,True,False,False,0
28,73.57,6244.78,True,False,True,False,True,False,0
35,103.61,3783.58,False,False,False,True,False,True,1
61,102.14,1835.3,True,False,True,False,True,False,0
54,104.33,1346.16,True,False,False,False,True,True,0
63,68.51,2675.18,False,False,False,False,False,True,0
7,53.36,7520.6,False,True,False,True,True,False,0
49,99.16,2757.35,True,False,False,True,True,True,0
31,65.13,7905.23,False,False,False,False,True,True,1
58,38.34,3892.14,True,False,False,False,False,False,0
61,105.5,1449.73,True,False,True,False,True,False,0
24,108.26,7131.3,False,True,False,False,True,False,1
20,66.63,3693.64,True,False,False,True,True,False,1
37,27.57,5683.18,True,False,False,False,False,True,0
4,58.78,7870.02,False,False,False,True,True,False,1
20,100.35,420.4,False,False,False,True,False,False,0
60,110.18,791.62,False,True,True,False,True,True,1
24,40.35,5769.24,True,False,True,False,False,True,1
50,26.7,2268.96,True,False,True,False,False,True,0
49,107.74,1490.73,True,False,True,False,False,True,1
51,58.94,334.11,False,True,False,False,True,False,0
36,74.18,194.34,True,False,True,False,True,False,0
66,116.81,6200.4,False,False,False,False,True,True,1
34,26.66,1092.78,False,True,True,False,False,True,1
36,84.83,3752.41,False,False,True,False,True,True,0
6,27.41,4855.06,False,False,False,True,True,True,1
39,57.55,3438.25,False,True,False,False,False,False,0
42,100.38,236.31,False,False,False,True,True,True,0
58,63.35,6272.34,True,False,True,False,True,False,1
12,119.72,103.9,False,True,False,False,False,True,0
3,75.91,6099.88,False,False,True,False,False,False,1
18,52.12,7148.57,True,False,False,True,True,False,1
40,42.01,3474.06,True,False,False,False,False,False,1
21,55.05,4293.63,False,False,False,True,True,False,0
15,57.25,3826.33,True,False,True,False,True,True,0
26,26.87,3125.88,False,True,True,False,True,False,0
8,56.96,7101.65,False,False,True,False,True,True,0
42,66.42,7153.59,True,False,False,False,True,False,1
44,92.27,2699.81,True,False,False,True,False,False,0
14,85.67,4928.26,False,False,False,True,False,True,0
2,90.88,7416.72,False,False,True,False,True,True,0
37,20.84,7697.23,False,False,False,True,False,False,1
69,41.77,4081.49,False,False,False,False,False,False,1
38,86.17,3633.54,False,True,True,False,True,True,0
41,68.4,2243.98,False,False,True,False,False,False,0
62,20.53,7671.8,False,True,True,False,False,True,0
60,100.45,1159.66,False,True,False,False,True,True,0
14,97.28,4647.04,False,False,True,False,True,True,0
2,74.84,2274.75,False,True,True,False,True,False,0
70,26.65,2246.49,False,False,True,False,True,False,0
17,96.65,3251.65,False,False,True,False,True,True,0
28,78.37,7990.37,True,False,False,True,True,True,0
66,98.2,458.63,False,False,True,False,True,True,0
35,95.17,4636.76,True,False,False,False,False,True,1
5,100.3,678.93,False,True,True,False,True,False,0
65,71.8,1253.08,True,False,True,False,False,True,0
40,34.03,3527.71,False,True,False,True,False,False,0
56,87.12,4093.47,False,False,True,False,True,True,1
36,82.05,2085.16,False,True,False,True,False,False,1
45,94.23,2545.33,False,True,False,False,False,False,0
23,36.99,714.0,False,False,False,True,False,False,1
47,39.5,2439.69,False,True,True,False,True,False,0
31,109.04,7733.14,False,False,False,False,False,False,0
11,95.0,7558.76,True,False,True,False,False,True,0
10,110.82,2692.33,False,False,False,True,True,True,1
67,95.87,4575.41,False,False,False,False,False,False,0
14,79.72,7278.57,False,True,False,False,False,True,0
10,85.41,69.35,True,False,False,True,False,True,0
1,108.91,6489.25,False,False,False,True,False,True,0
5,77.88,7587.99,True,False,False,False,False,True,1
20,83.24,748.78,True,False,False,False,True,True,1
8,35.65,1308.35,False,True,False,True,False,True,1
43,67.39,7686.76,False,False,True,False,True,True,0
1,91.64,4309.57,False,True,False,False,False,False,1
57,47.09,133.29,False,False,False,True,True,True,0
64,40.23,2075.9,True,False,True,False,True,True,0
28,51.38,3610.55,False,False,False,False,True,True,1
37,44.15,5549.41,False,False,False,False,False,False,1
47,41.49,5870.62,True,False,False,True,False,False,0
37,62.49,7963.46,True,False,True,False,False,True,0
49,110.78,2314.34,False,False,False,False,False,False,1
44,70.71,4315.0,False,True,True,False,False,False,1
56,38.79,4275.92,False,False,True,False,True,True,0
28,27.7,3257.05,True,False,False,False,True,False,1
6,89.62,1369.91,False,True,True,False,True,True,0
61,58.28,7820.1,True,False,False,False,False,False,1
20,102.18,6829.47,True,False,True,False,False,True,0
2,85.95,3996.7,False,True,False,False,True,False,0
37,99.62,4833.9,True,False,False,True,False,True,0
20,47.19,1833.54,True,False,False,False,False,True,0
26,89.24,4359.42,True,False,False,False,True,False,0
29,46.41,5565.86,True,False,False,False,True,True,1
1,113.91,4131.03,True,False,True,False,False,True,1
35,83.64,7922.48,True,False,False,True,False,False,0
70,52.45,4898.51,True,False,True,False,True,True,0
59,46.95,2980.37,True,False,True,False,False,True,0
69,39.09,6181.77,True,False,False,False,True,False,0
33,89.46,1380.29,False,False,True,False,True,True,0
51,41.87,3088.44,False,False,False,False,True,False,0
12,79.53,2788.73,True,False,False,True,False,True,0
20,46.46,3465.82,False,False,True,False,True,False,0
53,86.2,6258.6,False,True,True,False,True,False,0
43,101.49,3883.7,False,False,True,False,False,True,0
50,97.8,6356.24,True,False,False,False,True,False,0
29,96.09,4620.38,True,False,False,False,False,True,1
57,38.77,2749.71,False,False,True,False,False,True,0
39,28.84,6483.63,True,False,True,False,False,False,1
56,89.89,1921.55,False,True,False,True,True,True,0
43,56.83,1810.58,False,True,False,True,True,True,1
50,63.23,4045.93,True,False,False,True,False,False,1
23,23.11,2101.58,False,True,False,True,False,True,0
44,45.96,92.51,False,True,False,True,False,True,0
38,23.37,5193.41,False,False,False,False,True,False,0
23,107.92,4098.53,False,True,False,True,False,True,0
45,44.34,3575.23,False,False,False,True,False,True,0
52,75.73,7736.41,True,False,True,False,False,False,1
50,23.9,4578.17,False,False,False,False,True,True,0
8,86.68,6910.18,True,False,False,True,False,True,0
1,52.3,1132.81,True,False,False,True,True,False,0
8,109.79,4562.27,True,False,False,True,True,True,0
29,108.81,6946.48,True,False,True,False,False,True,0
5,52.53,4673.18,True,False,True,False,False,False,0
47,110.1,5749.75,False,False,True,False,False,False,0
34,119.62,2988.91,True,False,False,True,True,True,0
65,102.54,757.75,False,True,True,False,True,True,0
55,104.49,3674.04,False,True,False,True,True,False,0
43,44.9,3167.95,True,False,False,False,False,True,1
30,77.67,6939.14,False,True,False,True,True,True,0
17,26.73,1967.08,False,False,True,False,False,True,0
26,29.49,7734.54,False,False,False,False,False,False,1
8,119.89,7665.94,True,False,False,True,False,True,0
47,52.66,1996.1,True,False,False,False,True,True,0
46,94.82,2797.45,True,False,False,False,True,False,0
68,100.67,7166.53,False,True,False,False,True,False,0
33,105.8,7733.65,False,True,False,True,False,False,0
1,119.76,3558.64,False,False,True,False,True,True,1
19,44.15,2581.56,False,True,False,True,True,True,0
31,24.04,4218.23,False,False,True,False,False,False,0
14,61.12,5508.4,False,True,False,True,False,True,0
53,33.01,2202.33,False,False,False,True,True,True,1
48,22.24,5897.06,True,False,False,True,False,True,1
69,56.04,432.23,False,True,True,False,True,True,0
62,98.37,413.37,False,False,False,True,False,False,0
66,76.62,3102.58,False,True,False,False,False,False,0
64,51.28,2840.72,True,False,False,True,True,True,0
70,85.43,2538.75,False,False,False,False,False,False,0
63,43.2,3938.34,False,True,True,False,False,True,0
33,21.44,2579.45,False,True,True,False,False,True,0
41,96.44,1554.22,True,False,False,True,True,False,1
48,82.37,2489.57,True,False,False,True,False,False,0
13,96.23,7799.74,False,False,False,True,False,True,0
31,23.89,3300.69,False,True,False,False,True,True,0
68,103.71,3568.81,False,True,True,False,True,True,0
4,81.95,4620.83,True,False,False,False,False,True,0
19,76.34,7867.06,True,False,False,False,False,False,0
70,82.46,1947.98,False,False,False,True,False,False,0
13,106.44,5456.63,False,True,False,True,True,True,0
23,78.69,5733.56,False,True,False,False,False,True,0
1,78.1,4866.45,False,False,False,False,True,False,0
54,119.07,726.86,False,False,False,True,True,True,0
71,95.67,5421.44,True,False,False,True,False,False,0
15,64.23,531.48,True,False,False,False,False,True,0
65,90.74,4777.22,False,False,False,True,True,False,1
71,58.92,5921.86,False,False,False,True,False,True,0
15,42.89,1703.54,False,True,False,False,False,True,0
21,79.69,6736.14,False,False,False,False,True,True,0
19,112.82,262.22,False,False,True,False,False,False,1
60,112.91,6753.63,False,True,False,False,True,False,0
33,54.19,3693.43,False,False,False,True,False,True,1
49,72.77,1756.35,True,False,False,False,True,True,0
35,41.16,1087.55,True,False,False,False,True,True,0
44,119.56,7627.39,False,True,False,False,False,True,0
11,118.11,599.87,False,False,True,False,True,False,1
66,84.95,1608.77,True,False,True,False,True,False,1
46,100.44,2795.62,True,False,False,True,False,False,1
9,91.51,4969.47,True,False,True,False,False,True,1
3,79.32,4367.51,True,False,False,False,False,True,0
26,25.33,1022.64,False,False,True,False,True,False,0
48,65.48,2332.03,False,False,False,False,True,True,0
66,87.48,1925.24,False,False,True,False,True,False,0
